comment,likes,time,author,clean_text,panjang_teks,jumlah_kata,sentimen,skor_sentimen,clean_topic,emotion,skor_emotion
Au ah males mau beli truk,0,2 months ago,@mauliyamauliyaa9826,au ah males mau beli truk,25,6,negative,0.9986934065818787,au ah males mau beli truk,anger,0.7540678381919861
Program mbg   banyak merugikan masyarakat contohnya harga bahan pokok naik pedagang disekolah berhenti  biaya pddkn diambil bpjs byk  yg stop,0,2 months ago,@nanakendari,program mbg banyak merugikan masyarakat contohnya harga bahan pokok naik pedagang disekolah berhenti biaya pddkn diambil bpjs banyak yang stop,142,20,negative,0.9879742860794067,program mbg banyak rugi masyarakat contoh harga bahan pokok naik dagang seko henti biaya pddkn ambil bpjs banyak stop,sadness,0.5123287439346313
"SABDA BGN:

""JIKA JUM'AT ADALAH KIAMAT, MAKA KAMIS ADALAH MBG TERKAHIR""",0,2 months ago,@sukajajan877,"sabda badan gizi nasional jika jum at adalah kiamat, maka kamis adalah mbg terkahir",83,14,neutral,0.8307420611381531,sabda badan gizi nasional jum at kiamat kamis mbg terkahir,happy,0.625581681728363
"Beban baru,, tapi kalu dialihkan ke KESEHATAN GRATIS ITU YG PALING TOP, Sebab kalu orang tua SEHAT PASTI GAMPANG CARI MAKAN BUAT KELUARGANYA.",0,2 months ago,@MasriAs-b8q,"beban baru,, tapi kalu dialihkan ke kesehatan gratis itu yang paling top, sebab kalu orang tua sehat pasti gampang cari makan untuk keluarganya.",144,23,positive,0.9425126910209656,beban baru kalu alih sehat gratis paling top kalu orang tua sehat gampang cari makan keluarga,happy,0.6189639568328857
"MBG hanya ingin mencekik perekonomian rakyat, nggak ada manfaatnya, manfaatnya hanya di rasakan oleh SPPGnya sendiri.......",0,2 months ago,@orkestamusic8508,"mbg hanya ingin mencekik perekonomian rakyat, tidak ada manfaatnya, manfaatnya hanya di rasakan oleh sppgnya sendiri.......",123,16,negative,0.9882086515426636,mbg cekik ekonomi rakyat manfaat manfaat rasa sppgnya sendiri,anger,0.5679624080657959
6 juta sehari insentif dapur?  ngeri,0,2 months ago,@omdicky69,6 juta sehari insentif dapur ngeri,34,6,negative,0.5455408096313477,6 juta hari insentif dapur ngeri,fear,0.9208883047103882
"PROGRAM BERACUN
PROGRAM BERMANFAAT TEKOS2",0,2 months ago,@Brojomuktidursoseno,program beracun program bermanfaat tekos2,41,5,negative,0.9979870319366455,program racun program manfaat tekos2,sadness,0.5422039031982422
"Konten terbaik dari NGOMONGIN UANG , bahkan dari konten MBG di channel lain !!! KEEP IT UP !! 👍👍👍",5,2 months ago,@TocitFebrianto,"konten terbaik dari ngomongin uang , bahkan dari konten mbg di channel lain keep it up",86,16,positive,0.9887731671333313,konten baik ngomongin uang  bahkan konten mbg channel keep it up,happy,0.9102650880813599
Inget pemilik sppg yg joget2 pamer penghasilannya dr MBG,0,2 months ago,@rayhanofficial404,inget pemilik satuan pelayanan pemenuhan gizi yang joget2 pamer penghasilannya dari mbg,87,12,negative,0.5081907510757446,inget milik satu layan penuh gizi joget2 pamer hasil mbg,sadness,0.536402702331543
"Yang punya Dapur ya minta dilanjut, ga bakal setuju klo ditutup, karena itu sarang sarang penyamun otak Maling

Yang punya usaha MBG orang orang elit Partai Politik dan Kepolisian TNI",0,2 months ago,@NalendroNalendro-v3p,"yang punya dapur ya minta dilanjut, tidak bakal setuju kalau ditutup, karena itu sarang sarang penyamun otak maling yang punya usaha mbg orang orang elit partai politik dan kepolisian tni",187,30,negative,0.9977838397026062,punya dapur minta lanjut bakal tuju tutup sarang sarang samun otak maling punya usaha mbg orang orang elit partai politik polisi tni,anger,0.9230329990386963
"Gawe bebane Rakyat bukan Negara,  negara hanya nama itu kan duwite rakyat 
Makan Gratis dari Presiden dan Gibran

pretttg",0,2 months ago,@NalendroNalendro-v3p,"gawe bebane rakyat bukan negara, negara hanya nama itu kan duwite rakyat makan gratis dari presiden dan gibran prettg",117,19,negative,0.8529250025749207,gawe bebane rakyat bukan negara negara nama duwite rakyat makan gratis presiden gibran prettg,anger,0.8524380326271057
"Kabar terakhir yg saya dengar, presiden berencana akan meneruskan program, eh proyek trilyunan ini. 

Komentar saya: Ya terserahlah pak... Terusin aja. Saya yakin sekali kalo ga sampe th 2029, bubar negara ini. 😢",0,2 months ago,@luthfanzakaria8621,"kabar terakhir yang saya dengar, presiden berencana akan meneruskan program, eh proyek trilyunan ini. komentar saya ya terserahlah pak... terusin aja. saya yakin sekali kalau tidak sampe th 2029, bubar negara ini.",213,32,negative,0.9666376113891602,kabar akhir dengar presiden rencana terus program eh proyek trilyunan ini komentar serah pak terusin aja yakin sekali sampe th 2029 bubar negara ini,anger,0.4230443835258484
"Ya untui pejabat dan angotta dewan, karena buka dapur harus modal milyaran😂😂😂😂 kenapa g diurus masing masing sekolah kalau emang untuk rakyat😂😂",0,2 months ago,@TresnaKhanza,"ya untui pejabat dan angotta dewan, karena buka dapur harus modal milyaran kenapa g diurus masing masing sekolah kalau memang untuk rakyat",138,22,negative,0.9263372421264648,untui jabat angotta dewan buka dapur modal milyaran g urus masing masing sekolah memang rakyat,anger,0.7285777926445007
"Terima kasih, tapi bahasan kami lainnya tentang keuangan pun gak kalag oke kok 😊",1,2 months ago,@NgomonginUang,"terima kasih, tapi bahasan kami lainnya tentang keuangan pun tidak kalag oke kok",80,13,positive,0.8014830946922302,terima kasih bahas lain uang kalag oke kok,happy,0.7349424362182617
"mau ngomong apapun jika Presiden bodoh, buta, tuli dan nggak punya hati, semua sia sia belaka....😮😢",0,2 months ago,@agungpurnomo4914,"mau ngomong apapun jika presiden bodoh, buta, tuli dan tidak punya hati, semua sia sia belaka....",97,16,negative,0.9991395473480225,mau ngomong apa presiden bodoh buta tuli punya hati semua sia sia belaka,anger,0.8159229755401611
Minimal MBG ini ngajarin kalian bagaimana industri itu bekerja 😂😂😂,0,2 months ago,@yonathansarenda2739,minimal mbg ini ngajarin kalian bagaimana industri itu bekerja,62,9,neutral,0.795951247215271,minimal mbg ngajarin kalian bagaimana industri kerja,happy,0.6770120859146118
"Dapur mbg itu project jangka panjang yang akan dialihfungsukan sebagai supply chain di seluruh daerah indonesia saat perang dunia pecah, makanya yang punya dapur juga mayoritas anggota",0,2 months ago,@mainyt6695,"dapur mbg itu project jangka panjang yang akan dialihfungsukan sebagai supply chain di seluruh daerah indonesia saat perang dunia pecah, makanya yang punya dapur juga mayoritas anggota",184,27,positive,0.8822413086891174,dapur mbg project jangka panjang dialihfungsukan supply chain seluruh daerah indonesia perang dunia pecah makanya punya dapur mayoritas anggota,happy,0.39464306831359863
Ini negara binatang ngak heranlah merdekakan semua propinsi,1,2 months ago,@andimasuka,ini negara binatang ngak heranlah merdekakan semua propinsi,59,8,negative,0.9992098808288574,negara binatang ngak heran merdeka semua propinsi,anger,0.7961977124214172
"MBG buang2 duit negara...ribuan kilo beras yg di buang,ribuan kilo ikan yg di buang,ribuan kilo sayur mayur dan buah di buang setiap bulannya krna kebanyakan basi dan gk di makan siswa2",0,2 months ago,@Michael-vp2uc,"mbg buang2 duit negara...ribuan kilo beras yang di buang,ribuan kilo ikan yang di buang,ribuan kilo sayur mayur dan buah di buang setiap bulannya karena kebanyakan basi dan tidak di makan siswa2",194,31,negative,0.995355486869812,mbg buang2 duit negara ribu kilo beras buang ribu kilo ikan buang ribu kilo sayur mayur buah buang bulan banyak basi makan siswa2,anger,0.5304005742073059
"Ortu saya pedagang telor asin kecil,kapasitasnya paling cuman 300 butir sehari,gak bisa ikut nyuplai MBG,tapi gara2 mbg belanja untuk produksi telor asin meningkat karena harga naik,stok bantak diambil oleh mbg,adik saya juga gak setiap nerima mbg kemakan, untungnya belum pernah keracunan,dan adik saya lebih sering makan daging sapi,dan ayam dari ortu daripada mbg
Funfact:adik saya belum pernah nerima mbg rendang, sedangkan saya pernah menerima rendang dari jumat berkah di masjid,dan itu lengkap dengan satu porsi makanan yg lain",8,2 months ago,@kinme_wakana_no_danna_san,"ortu saya pedagang telor asin kecil,kapasitasnya paling cuman 300 butir sehari,gak bisa ikut nyuplai mbg,tapi gara2 mbg belanja untuk produksi telor asin meningkat karena harga naik,stok bantak diambil oleh mbg,adik saya juga tidak setiap nerima mbg kemakan, untungnya belum pernah keracunan,dan adik saya lebih sering makan daging sapi,dan ayam dari ortu daripada mbg funfact adik saya belum pernah nerima mbg rendang, sedangkan saya pernah menerima rendang dari jumat berkah di masjid,dan itu lengkap dengan satu porsi makanan yang lain",538,79,positive,0.90859454870224,ortu dagang telor asin kecil kapasitas paling cuman 300 butir hari gak ikut nyuplai mbg tapi gara2 mbg belanja produksi telor asin tingkat harga naik stok bantak ambil mbg adik nerima mbg makan untung pernah racun dan adik lebih sering makan daging sapi dan ayam ortu mbg funfact adik pernah nerima mbg rendang pernah terima rendang jumat berkah masjid dan lengkap satu porsi makan,sadness,0.5724561810493469
takutnya nasip prediden kita sama dgn ptesiden pertama yg ngotot dgn idiologi ciptaanya bedanya ...presiden sekarang ngotot dgn programnya.....,0,2 months ago,@alirahmat371,takutnya nasip prediden kita sama dengan ptesiden pertama yang ngotot dengan idiologi ciptaanya bedanya ...presiden sekarang ngotot dengan programnya.....,154,19,negative,0.9876798391342163,takut nasip prediden sama ptesiden pertama ngotot idiologi ciptaanya beda presiden sekarang ngotot program,anger,0.8973422050476074
"Sukses ini program untuk mengurangi stanting,,, bgt anak stantiting diksih mbg lsg pindah alam😂😂😂",0,2 months ago,@muhadyeadye,"sukses ini program untuk mengurangi stanting,, bgt anak stantiting diksih mbg lsg pindah alam",93,14,positive,0.9830043315887451,sukses program kurang stanting bgt anak stantiting diksih mbg lsg pindah alam,happy,0.7452200055122375
"Suatu saat kita akan lihat gambar meme presiden di belakang Truk yg berisi gambar Pak Presiden SBY berkata ""Halo apa kabar, lebih adem ayem jaman saya kan? 😇""",1,2 months ago,@plesnamduwa,"suatu saat kita akan lihat gambar meme presiden di belakang truk yang berisi gambar bapak presiden sby berkata halo apa kabar, lebih adem ayem jaman saya kan",157,27,neutral,0.6386690139770508,suatu lihat gambar meme presiden belakang truk isi gambar bapak presiden sby kata halo apa kabar lebih adem ayem jaman,happy,0.8151116371154785
"Hapus MBG, alihkan ke Subsidi BBM",0,2 months ago,@ToAo-f7v,"hapus mbg, alihkan ke subsidi bbm",33,6,neutral,0.7501040101051331,hapus mbg alih subsidi bbm,anger,0.402803510427475
Program modus berkedok gizi dari Presiden badut. .jogetin aja..😂,0,2 months ago,@cuannd1501,program modus berkedok gizi dari presiden badut. .jogetin aja..,63,9,negative,0.9986627101898193,program modus kedok gizi presiden badut jogetin aja,anger,0.8564717173576355
"Kenapa MBG 335 T rawan KKN sangat Miris? 
1.Populasi rakyat miskin 65 % sangat tak sebanding dgn besarnya anggaran 335T MBG
2.Dilakukan saat hutang jatuh tempo mencapai rekor tertinggi 
3.Menambah Beban hutang & Defisit Anggaran
4.Anggaran melebihi budget Kemenkes ( pertama didunia) 
5.Dikuasai kroni kroninya terutama anggota dewan & si ijo.(hanya menambah pundi pundi kekayaan para oknum) 
6.Tidak konsisten dgn kampanye ""Efisiensi Anggaran"". Pemborosan sistematis yang menciptakan bom waktu ekonomi yaitu = *kebangkrutan*.

Mereka tidak peduli kritikan & amarah rakyat, dgn penuh nafsu tetap menggeber program ini & mengabaikan segala resiko yang akan timbul dimasa depan",1,2 months ago,@Utang10.000T_bangkrut,"kenapa mbg 335 triliun rawan kkn sangat miris 1.populasi rakyat miskin 65 % sangat tidak sebanding dengan besarnya anggaran 335 triliun mbg 2.dilakukan saat hutang jatuh tempo mencapai rekor tertinggi 3.menambah beban hutang defisit anggaran 4.anggaran melebihi budget kemenkes pertama didunia 5.dikuasai kroni kroninya terutama anggota dewan si ijo. hanya menambah pundi pundi kekayaan para oknum 6.tidak konsisten dengan kampanye efisiensi anggaran . pemborosan sistematis yang menciptakan bom waktu ekonomi yaitu kebangkrutan . mereka tidak peduli kritikan amarah rakyat, dengan penuh nafsu tetap menggeber program ini mengabaikan segala resiko yang akan timbul dimasa depan",677,94,negative,0.9981803894042969,mbg 335 triliun rawan kkn sangat miris 1 populasi rakyat miskin 65  sangat banding besar anggar 335 triliun mbg 2 laku hutang jatuh tempo capai rekor tinggi 3 tambah beban hutang defisit anggar 4 anggar lebih budget kemenkes pertama dunia 5 asai kroni kroni utama anggota dewan si ijo tambah pundi pundi kaya oknum 6 tidak konsisten kampanye efisiensi anggar  boros sistematis cipta bom waktu ekonomi bangkrut  peduli kritik amarah rakyat penuh nafsu tetap geber program abai segala resiko timbul masa depan,anger,0.468833863735199
"Demi masarakat miskin yang kelaparan tapi di sebar mayoritas di perkotaan😂

Katanya buat nyerap tenaga kerja tapi tidak berhitung nilai subtitusi jika membangun infrastruktur dan dorongan pengembangan teknologi produksi😂

Katanya untuk membangun sdm berkualitas tapi kok ade ade kita di kasih mainset subsidi sejak dini😂😂😂",0,2 months ago,@galih203,demi masarakat miskin yang kelaparan tapi di sebar mayoritas di perkotaan katanya untuk nyerap tenaga kerja tapi tidak berhitung nilai subtitusi jika membangun infrastruktur dan dorongan pengembangan teknologi produksi katanya untuk membangun sumber daya manusia berkualitas tapi kok ade ade kita di kasih mainset subsidi sejak dini,332,47,negative,0.9735793471336365,masarakat miskin lapar sebar mayoritas kota kata nyerap tenaga kerja hitung nilai subtitusi bangun infrastruktur dorong kembang teknologi produksi kata bangun sumber daya manusia kualitas kok ade ade kasih mainset subsidi sejak dini,anger,0.8273002505302429
"Maaf dari awal disampaikan di debat capres , saya sama sekali tidak terkesan mengenai Makan Bergizi ini ...",0,2 months ago,@alandpolma,"maaf dari awal disampaikan di debat capres , saya sama sekali tidak terkesan mengenai makan bergizi ini ...",107,18,negative,0.9962397813796997,maaf awal sampai debat capres  sama sekali kes kena makan gizi ,anger,0.4117886424064636
Nyerap tenaga kerja 1 juta tapi biaya 350 trilyon tak pakai otak,0,2 months ago,@jayalestari5605,nyerap tenaga kerja 1 juta tapi biaya 350 trilyon tidak pakai otak,66,12,negative,0.9307195544242859,nyerap tenaga kerja 1 juta biaya 350 trilyon pakai otak,anger,0.4669986963272095
1000% beban msyrkt dan negara....,0,2 months ago,@Erwansya-hp2tm,100% beban msyrkt dan negara....,32,5,neutral,0.9315366744995117,100 beban msyrkt negara,anger,0.4282478392124176
"Beban keuangan negara...
Manfaatnya tidak terasa untuk pelaku usaha.terutama untuk pedagang..
Harga kulakan semakin tinggi dan kelangakaan barang terutama untuk minyak goreng dan susu uht.
Daya beli super menurun.",0,2 months ago,@azwarmudhori7903,beban keuangan negara... manfaatnya tidak terasa untuk pelaku usaha.terutama untuk pedagang.. harga kulakan semakin tinggi dan kelangakaan barang terutama untuk minyak goreng dan susu uht. daya beli super menurun.,213,29,negative,0.9886471629142761,beban uang negara manfaat asa laku usaha utama dagang harga kulak makin tinggi kelangakaan barang utama minyak goreng susu uht daya beli super turun,sadness,0.5875813364982605
"Sama bang. Tapi kasus saya, ibu saya jualan ayam potong di pasar.",0,1 month ago,@Antasena007,"sama bang. tapi kasus saya, ibu saya jualan ayam potong di pasar.",65,12,negative,0.8834152221679688,sama bang kasus saya ibu jual ayam potong pasar,fear,0.3804214894771576
Atau diganti nama dengan program makan bergizi bersubsidi agar ada program potensi lain yaitu sektor perluasan industri untuk perbanyak lapangan kerja serta stabilitas ekonomi rakyat,0,2 months ago,@tyoyudha_,atau diganti nama dengan program makan bergizi bersubsidi agar ada program potensi lain yaitu sektor perluasan industri untuk perbanyak lapangan kerja serta stabilitas ekonomi rakyat,182,25,neutral,0.9202335476875305,ganti nama program makan gizi subsidi program potensi sektor luas industri banyak lapang kerja stabilitas ekonomi rakyat,happy,0.5061821937561035
stop bilang relawan. mreka itu karyawan,0,2 months ago,@sentong2575,stop bilang relawan. mreka itu karyawan,39,6,negative,0.8266515135765076,stop bilang rawan mreka karyawan,anger,0.6946107149124146
MBG  ( MALING BERKEDOK GIZI ) program nya luar biasa semua perut nya para maling koruptor nya bertambah gemuk😮😮,0,2 months ago,@YusupSaputra-r1w,mbg maling berkedok gizi program nya luar biasa semua perut nya para maling koruptor nya bertambah gemuk,104,17,negative,0.9979842901229858,mbg maling kedok gizi program luar biasa semua perut maling koruptor tambah gemuk,happy,0.46656545996665955
"Targetnya pemilu 2029... MBG dan koperasi merah putih untuk modal elite 2029...😊
Faktanya masyarakat di perdesaan daya belinya turun jauh, karena putaran uang terpusat di elite...😢",0,2 months ago,@anthony-wg8qn,"targetnya pemilu 2029... mbg dan koperasi merah putih untuk modal elite 2029... faktanya masyarakat di perdesaan daya belinya turun jauh, karena putaran uang terpusat di elite...",178,26,negative,0.4997090697288513,target milu 2029 mbg koperasi merah putih modal elite 2029 fakta masyarakat desa daya beli turun jauh putar uang pusat elite,sadness,0.47246065735816956
Ini kan program kampanye Prabowo jadi mau ga mau harus direalisasikan pas jadi pres. Wajar aja.,0,2 months ago,@andreasd1202,ini kan program kampanye prabowo jadi mau tidak mau harus direalisasikan pas jadi pres. wajar aja.,98,16,negative,0.9018164277076721,program kampanye prabowo mau mau realisasi pas pres wajar aja,anger,0.6851111650466919
"Intinya yang korupsi korupsi dan serakah nya ini yang meresahkan, Dana APBN mau ke MBG mau ke PENDIDIKAN kalo ga di korupsi ya aman aman aja. Indonesia sejahtera, cobalah korupsi di hukum berat, tahanan korupsi jadi tahanan rumah. Enak banget kan hidup di Indonesia,",0,2 months ago,@azonmlw4596,"intinya yang korupsi korupsi dan serakah nya ini yang meresahkan, dana anggaran pendapatan belanja negara mau ke mbg mau ke pendidikan kalau tidak di korupsi ya aman aman aja. indonesia sejahtera, cobalah korupsi di hukum berat, tahanan korupsi jadi tahanan rumah. enak banget kan hidup di indonesia,",300,47,negative,0.9578790068626404,inti korupsi korupsi serakah resah dana anggar dapat belanja negara mau mbg mau didik korupsi aman aman aja indonesia sejahtera coba korupsi hukum berat tahan korupsi tahan rumah enak banget hidup indonesia,anger,0.8602213859558105
"Dan masih aja ada anomali yang bilang ""siapa suruh milih makan gratis, dibandingkan pendidikan gratis"".
Padahal MBG yang 15k/hari untuk satu orang aja udah kaya gini, gimana pendidikan yang untuk satu orangnya bisa lebih dari itu.... lebih mimpi basah lagi. memang harusnya fokus indonesia lebih ke arah bersih bersih korupsi, nepotisme, dll.",0,2 months ago,@Datum-w7y,"dan masih aja ada anomali yang bilang siapa suruh milih makan gratis, dibandingkan pendidikan gratis . padahal mbg yang 15 ribu hari untuk satu orang aja sudah kaya gini, gimana pendidikan yang untuk satu orangnya bisa lebih dari itu.... lebih mimpi basah lagi. memang harusnya fokus indonesia lebih ke arah bersih bersih korupsi, nepotisme, dll.",346,55,negative,0.9958119988441467,anomali bilang siapa suruh milih makan gratis banding didik gratis  padahal mbg 15 ribu hari satu orang kaya gin gimana didik satu orang lebih itu lebih mimpi basah lagi memang harus fokus indonesia lebih arah bersih bersih korupsi nepotisme dll,anger,0.5959312319755554
"Ini program bagi2 duit secara legal buat para pendukungnya.
Da jelas ga ada manfaatnya sama sekali apalagi stunting. Karena program yg ga selektif untuk siapa diberikan itu makanan. Org2 kelas menengah apa perlu mbg? Setelah makan malah perlu pengeluaran lebih besar buat biaya berobat karena anaknya keracunan.",0,2 months ago,@paulusmesias9129,ini program bagi2 duit secara legal untuk para pendukungnya. da jelas tidak ada manfaatnya sama sekali apalagi stunting. karena program yang tidak selektif untuk siapa diberikan itu makanan. org2 kelas menengah apa perlu mbg setelah makan malah perlu pengeluaran lebih besar untuk biaya berobat karena anaknya keracunan.,320,47,negative,0.9980447292327881,program bagi2 duit legal dukung da jelas manfaat sama sekali stunting program selektif siapa beri makan org2 kelas tengah apa perlu mbg makan malah perlu keluar lebih besar biaya obat anak racun,anger,0.631004273891449
MBG itu untuk dampak ekonomi supaya perputaran apbn nya sampai ke masyarakat kalangan menengah - bawah dan terasa ke pasar pasar yang ada di sekitar dapur MBG programnya bagus kok kak baik buruknya semua pemimpin indonesia semua tujuannya melindungi bangsa indonesia kesalahan hanya terdapat di oknum yang tidak bertanggung jawab jadi mari jangan pecah belah bangsa sendiri yuk dukung program pemerintah dan kritik sewajarnya bila punya pola pemikiran yang berbeda indonesia adalah kita dan untuk kita,0,2 months ago,@ErsaErsaraka-h2c,mbg itu untuk dampak ekonomi supaya perputaran anggaran pendapatan belanja negara nya sampai ke masyarakat kalangan menengah bawah dan terasa ke pasar pasar yang ada di sekitar dapur mbg programnya bagus kok kak baik buruknya semua pemimpin indonesia semua tujuannya melindungi bangsa indonesia kesalahan hanya terdapat di oknum yang tidak bertanggung jawab jadi mari jangan pecah belah bangsa sendiri yuk dukung program pemerintah dan kritik sewajarnya bila punya pola pemikiran yang berbeda indonesia adalah kita dan untuk kita,529,78,positive,0.9772055745124817,mbg dampak ekonomi putar anggar dapat belanja negara masyarakat kalang tengah bawah asa pasar pasar dapur mbg program bagus kok kak baik buruk semua pimpin indonesia semua tuju lindung bangsa indonesia salah dapat oknum tanggung jawab jangan pecah belah bangsa sendiri yuk dukung program perintah kritik wajar bila punya pola pikir beda indonesia,happy,0.48428183794021606
"anak saya badannya kecil bukan karna kurang makan tapi susah makan, udah dikasi makan enak tetp aja males makan.
apalgi dikasi MBG malah di buang wong masakan dari orang tuanya aja gak dimakan",0,2 months ago,@RudiAkbar-t9q,"anak saya badannya kecil bukan karna kurang makan tapi susah makan, sudah dikasi makan enak tetp aja males makan. apalgi dikasi mbg malah di buang wong masakan dari orang tuanya aja tidak dimakan",195,33,negative,0.9961099028587341,anak badan kecil bukan karna kurang makan susah makan kasi makan enak tetp males makan apalgi kasi mbg malah buang wong masakan orang tua makan,sadness,0.7406210899353027
"MBG itu jalur korupsi dan nepotism secara legal..
Bagi2 jatah... Ormas2, kroni2 pendukung, semua dibagi2 jatah.. 
Itu alesan MBG tidak akan dihentikan.. Tolong Berenti pake alesan demi anak2.. 
Krn di perkotaan banyak anak2 ga butuh. Kl daerah terpencil wajar.. 
Dan kl emg buat perekonomian lancar.. Yauda dibagi2 aj jatah ke pengusaha kecil warteg dll.. Modal lbh kecil jd bisa kandungan MBG nya lbh banyak dan bergizi.. 

Mau alesan ga trjamin kebersihan nya?.. Lhaa skrg aj banyak kasus.. 
6 jt sehari is real.. Jd apa MBG emg buat anak2.. Atau emg buat proyek Bagi2 jatah!??",0,2 months ago,@rebirth99661,"mbg itu jalur korupsi dan nepotism secara legal.. bagi2 jatah... ormas2, kroni2 pendukung, semua dibagi2 jatah.. itu alesan mbg tidak akan dihentikan.. tolong berenti pake alesan demi anak2.. karena di perkotaan banyak anak2 tidak butuh. kl daerah terpencil wajar.. dan kl memang untuk perekonomian lancar.. yauda dibagi2 aj jatah ke pengusaha kecil warteg dll.. modal lebih kecil jadi bisa kandungan mbg nya lebih banyak dan bergizi.. mau alesan tidak trjamin kebersihan nya .. lhaa sekarang aj banyak kasus.. 6 juta sehari is real.. jadi apa mbg memang untuk anak2.. atau memang untuk proyek bagi2 jatah",605,95,negative,0.8526802062988281,mbg jalur korupsi nepotism legal bagi2 jatah ormas2 kroni2 dukung semua dibagi2 jatah alesan mbg henti renti pake alesan anak2 kota banyak anak2 butuh kl daerah pencil wajar kl memang ekonomi lancar yauda dibagi2 aj jatah usaha kecil warteg dll modal lebih kecil kandung mbg lebih banyak gizi mau alesan trjamin bersih  lhaa sekarang aj banyak kasus 6 juta hari is real apa mbg memang anak2 memang proyek bagi2 jatah,anger,0.8828227519989014
Malaysia sudah lama buat makan gratis dari tahun 70 an sehingga sekarang cuma kepada pelajar miskin jika kaya beli sendiri dan indonesia kenapa pelajar kaya pun makan jugak,0,2 months ago,@jusinfinitijutawanherbs9864,malaysia sudah lama untuk makan gratis dari tahun 70 an sehingga sekarang cuma kepada pelajar miskin jika kaya beli sendiri dan indonesia kenapa pelajar kaya pun makan jugak,173,28,negative,0.9526839256286621,malaysia lama makan gratis tahun 70 an sekarang cuma ajar miskin kaya beli sendiri indonesia ajar kaya makan jugak,anger,0.45986852049827576
"Nda ngaruh ke ekonomi, malah jdi ladang baru untuk membajak anggaran😂",0,2 months ago,@heroofthehood,"nda ngaruh ke ekonomi, malah jadi ladang baru untuk membajak anggaran",69,11,negative,0.9522817730903625,nda ngaruh ekonomi malah ladang baru bajak anggar,anger,0.44365525245666504
"mbg diuangkan lebih irit 1m aja 3jt  
/ Orang per blm ekonomi masyarakat lebih maju",0,2 months ago,@CahyaSaputra-c7t,mbg diuangkan lebih irit 1 miliar aja 3 juta orang per belum ekonomi masyarakat lebih maju,90,16,negative,0.4267538785934448,mbg uang lebih irit 1 miliar 3 juta orang per ekonomi masyarakat lebih maju,anger,0.676582396030426
Bagus jika tak mau MBG perang dunia 3 tanam saja sendiri,0,2 months ago,@Parmi-bc5iu,bagus jika tidak mau mbg perang dunia 3 tanam saja sendiri,58,11,negative,0.9591777324676514,bagus mau mbg perang dunia 3 tanam sendiri,anger,0.6578131318092346
"asli bebam negara ,, MBG tempatnya tikus ,, mulai tikus kecil sampai tikus besar semua tikus lengkap di MBG",0,2 months ago,@RiswanBaryan,"asli bebam negara ,, mbg tempatnya tikus ,, mulai tikus kecil sampai tikus besar semua tikus lengkap di mbg",107,19,negative,0.9961345195770264,asli bebam negara  mbg tempat tikus  mulai tikus kecil tikus besar semua tikus lengkap mbg,happy,0.7345598936080933
"Disekolah anak ku mbg pada dibuang krn gak enak lagian takut beracun,",0,2 months ago,@FaizaSofyan-e8m,"disekolah anak ku mbg pada dibuang karena tidak enak lagian takut beracun,",74,12,negative,0.9964578747749329,seko anak ku mbg buang enak lagi takut racun,fear,0.9176616072654724
Penggerak Roda korupsi kali ya lebih Tepatnya. 😂,0,2 months ago,@MidoriOtoko,penggerak roda korupsi kali ya lebih tepatnya.,46,7,negative,0.9667302966117859,gerak roda korupsi kali lebih tepat,sadness,0.6899927258491516
"Mnding subsidi krl ato mrt, jelas2 uang pajak pekerja yg dipake",0,2 months ago,@mawar7957,"mnding subsidi krl ato mrt, jelas2 uang pajak pekerja yang dipake",65,11,negative,0.9826735854148865,mnding subsidi krl ato mrt jelas2 uang pajak kerja dipake,anger,0.791397213935852
"sebenarnya tugas ngasih makan siswa itu tugas orang tua, tapi banyak orang tua di indonesia yang tidak berkecukupan sehingga banyak stunting yang diakibatkan tidak terpenuhi nya gizi anaknya, peran negara harus nya menyediakan lapangan pekerjaan dan gaji yang layak, sehingga anak anak di Indonesia tidak mengalami stunting dan basic pangan bisa dicukupi dengan layak, andai dana MBG buat bikin lapangan pekerjaan yang banyak",0,2 months ago,@galangngr,"sebenarnya tugas ngasih makan siswa itu tugas orang tua, tapi banyak orang tua di indonesia yang tidak berkecukupan sehingga banyak stunting yang diakibatkan tidak terpenuhi nya gizi anaknya, peran negara harus nya menyediakan lapangan pekerjaan dan gaji yang layak, sehingga anak anak di indonesia tidak mengalami stunting dan basic pangan bisa dicukupi dengan layak, andai dana mbg untuk bikin lapangan pekerjaan yang banyak",426,63,positive,0.6283687949180603,benar tugas ngasih makan siswa tugas orang tua banyak orang tua indonesia cukup banyak stunting akibat penuh gizi anak peran negara sedia lapang kerja gaji layak anak anak indonesia alami stunting basic pangan cukup layak andai dana mbg bikin lapang kerja banyak,sadness,0.5990979075431824
