comment,likes,time,author
udah hentikan mbg karena manfaatnya TDK ada,0,2 months ago,@WagiminWagimin-f3v
"Apapun ceritanya, Puskesmas dan Posyandu dari era Soeharto hingga Jokowi, sudah terbiasa dan teruji dalam melaksanakan program Gizi Nasional dan melakukan pencegahan keracunan makanan massal. 


Lihatlah Program PMT Puskesmas dan Posyandu (Program Presiden Soeharto), justru program PMT Puskesmas dan Posyandu ini lebih berkualitas dibandingkan dengan program MBG Prabowo.",0,2 months ago,@EvanoTan-t3c
"SLHS, IPAL, dan Dapur SPPG-MBG Hendrik Irawan (Oknum Joget 6 Juta)

Kok bisa ya, sertifikat SLHS untuk SPPG-MBG Hendrik Irawan terbit, padahal dapurnya belum menyediakan Instalasi Pengolahan Air Limbah (IPAL)?",0,2 months ago,@EvanoTan-t3c
"MBG sangat bermanfaat ,tapi pengawasanya harus diperketat di setiap dapur ke dapur !!! MBG selain memberi gizi untuk anak tapi memberi lapangan pekerjaan dan juga membantu para petani dan peternak !!! Semoga mbg bisa merubah pola makan rakyat indonesia yang tidak sehat",0,2 months ago,@ryantoutsiders6849
"Oh Noel...

Jika sertifikasi K3 senilai Rp275.000 bisa berubah menjadi pemerasan Rp6 juta, maka SLHS untuk dapur MBG, yang menyangkut kontrak bernilai miliaran rupiah, memiliki risiko korupsi yang jauh lebih besar.  Ehmmm",0,2 months ago,@BenGeraldo-f7x
"Tak menutup kemungkinan ada tiga lapis Korupsi dalam Satu Program MBG, yaitu:

Pertama
Korupsi akses (hulu): lihat hasil riset dan temuan ICW.

Kedua
Korupsi operasional (tengah): Markup bahan baku pangan di atas HET diakui sendiri oleh BGN. 

Ketiga
Korupsi sertifikasi (hilir): SLHS diterbitkan tanpa IPAL, tanpa inspeksi substansial, berpotensi mengikuti pola korupsi sertifikasi K3.",0,2 months ago,@BenGeraldo-f7x
"Kasus Joget 6 Juta dan Skandal SLHS Purwakarta

Program MBG ini  sertifikasinya hanya sebatas formalitas administratif doank. Lebih kurang seperti kasus sertifikat K3 di Kemenaker, kasus Emmanuel Ebenezer.

Kasus Emmanuel Ebenezer ini paralel dengan kasus Sertifikasi MBG (Sertifikat Laik Higiene Sanitasi/SLHS) dimana sertifikat MBG ini diterbitkan hanya sebatas formalitas meski infrastruktur dasar seperti IPAL tidak ada atau tidak berfungsi (contoh: kasus Hendrik Irawan di Bandung Barat dan skandal SLHS Purwakarta).

Note Important:

Tolong KPK turun tangan melakukan investigasi.",0,2 months ago,@BenGeraldo-f7x
"Proyek MBG, Kopdes, konversi motor listrik, gentengisasi. Semua proyek ini menuntut pengorbanan dari rakyat, apparat pemerintah tidak ada yg merasakan pengorbanan sebesar ini.

Hapus semua Pungutan, Cukai dan Pajak. Hapus PPH, PBB, STNK kendaraan, BPJS, TAPERA dll. Gara-gara pajak rakyat jadi tidak bisa menabung dan pajak juga mengurangi kemampuan belanja rakyat dan distribusi uang/kesejahteraan di masyarakat. Belum lagi bicara masalah pemanfaatan tambang dan kekayaan alam Indonesia.

Cukup PPN-10% saja. Karena semua rakyat pasti bayar pajak yaitu: PPN. Anak yatim beli sendal jepit pasti kena PPN. Orang kecil beli rumah kecil, maka PPN-nya juga kecil. Orang kaya beli rumah besar, maka PPN-nya juga besar. Sudah otomatis itu semua.*

Ada yg bilang PPN10% tidak cukup…  Berapapun tidak cukup kalau pemerintah foya-foya proyek, bagi-bagi proyek, pembangunan fisik yg serba mewah, apparat pemerintah hidup bermewahan.*

Pajak cukup PPN-10% saja. Dengan berbagai macam Pajak dan Pungutan seperti PPH, Pajak STNK, PBB, BPJS, TAPERA, rakyat jadi tidak bisa menabung. Padahal tabungan itu suatu hari akan dibelanjakan untuk meningkatkan taraf hidup dan keadaan darurat dan Lebaran. Jadi rakyat secara mandiri bisa memenuhi kebutuhan dasar.* 

Disaat membelanjakan tabungan ini per-ekonomian berputar dan berakselerasi. Pertumbunhan Ekonomi didorong oleh belanja rakyat. Supply and demand di dorong secara organic dari rakyat. Jadi uang itu berputar ditengah masyarakat, maka distribusinya akan lebih luas. Supply and demand yg di-drive oleh rakyat akan jauh lebih besar dan jauh lebih merata dan berkeadilan. 

Kalau uang itu ngumpul dan ditimbun dikantong  pemerintah, akan dipakai belanja pemerintah yg cenderung foya-foya proyek, bagi-bagi proyek, Ibu Kota mewah, Kereta api cepat mewah, gedung kantor mewah, mobil mewah, bandara mewah, rumah dinas mewah. Serba kemewahan adalah pemborosan dan itu semua sifat setan dan Firaun.*

Ada 280jt rakyat, artinya setiap hari pasti ada yg menabung dan setiap hari pasti ada yg membelanjakan tabungan-nya. Tidak mungkin 280 jt rakyat menabung disaat bersamaan. Menabung bukan berarti tidak belanja harian.*

Pemerintah malah menjadikan rakyat sebagai sapi perah, diperas keringatnya dengan pajak, supaya bisa hidup mewah, dapat pensiun, dapat gaji diatas UMR, foya-foya proyek, mobil dinas mewah, tunjangan rumah, perjalanan dinas mewah, dll.*",0,2 months ago (edited),@wisnumardenda5871
"2:10 MBG, akal²an pemerintah memenuhi syarat minimal target anggaran pendidikan. 
Tapi, banyak makanan yang terbuang karena tak layak makan. 

MBG juga makan anggaran Sosial dan Kesehatan. 

Ada juga ""Mark Up"" harga belanja bahan makanan.",0,2 months ago,@vankuro4453
Prabowo pintar bikin program MBG dan KOPERASI MERAH PUTIH. 😂,0,2 months ago,@rg832
"Menurut saya MBG itu program acakadut, bukan untuk menaikan ekonomi nasional tapi menaikan pundi"" kekayaan pra bandit politik di wilayah nya masing masing.. gizi anak ttap tidak berubah stanting tetap tinggi. APBN boncos..",1,2 months ago,@champurantv
"Buat korup lah uda pasti, sapa di Indo yg ga tau, mau jadi pejabat itu buat apa dan modalnya apa?",0,2 months ago,@randommandom604
"Maling Berkedok Gizi, manfaat nya sedikit tapi kerugian nya jauh jauh jauh lebih banyak,jadi ajang korupsi berjamaah",0,2 months ago,@armandedogawa9212
Bisa buat korupsi,0,2 months ago,@Vespaboys71
"Bagi2 uang korupsi kroni2nya,,liat sj yg punya dapur,,org partai, parcok,,instansi 2 pemerintah,,,,..rakyat jd kuli nya,..",0,2 months ago,@DanuWijaya-t3l
"Program Mbg hny jadi beban negara/rakyat ,
Program ini hanya utk penggemukan termul..",0,2 months ago,@khoirotinnikma2036
Bagi saya seorang pensiunan menyekolahkan kedua cucu kami sangat terbantu adanya MBG,0,2 months ago,@PklTepUNIPAR-w9n
"Cara menghancurkan generasi muda paling efektif. Sekali celaka  ratusan orang, gak usah capek2 bikin trauma satu persatu, dan kalaupun sukses mati, sekalian banyak.",0,2 months ago,@lusiadjaja-cb6vq
Selamat datang di rezim anti kritik. Dikit dikit makar,0,2 months ago,@AhmadJazuli-e4f7o
Program perekonomian para koruptor para maling anggaran,0,2 months ago,@shohidin1233
Lah kalo demand pasar nya banyak harusnya makin bagus dong. Itu bisa menimbulkan minat bagi generasi muda buat bertani juga. Wkwkw,0,2 months ago,@dheakurniawan9202
MBG untuk para koruptor biar panjang umurnya...,1,2 months ago,@SupriYatno-h4c
"Yg jls yg dpt order hampir semua pendukung inti, jadi program MBG mmg hrs ngotot karna demi mmberi kesempatan pendubgnya penguasa afar dpt ikut serta nikmati uang hasil pajak dr rakyat.    Dn fikorup demi mmbiayai pencaperesan di th 2029",0,2 months ago,@murlansigit9846
2:35 minyaknya cui,0,2 months ago,@jonipx
Akan lebih irit dan bermanfaat bila dimasakin oleh ortunya.,2,2 months ago,@GedeOkamara
Sungguh kasihan Indonesia sampai orang tua nya ngasih makan bergizi pada anaknya saja tidak mampu katanya sih negara kaya,0,2 months ago,@Nunuk-q9m
"Min di berita banyak yg bilang ekonomi cemas,,, bener ga sih?? 
Tapi jalanan full macet tiap hari,",0,2 months ago,@kalistapromotion2759
"gak pntg, bisnis yg dibentuk utk mencairkan APBN dilakukan berjama'ah.. mnding urus guru honor.. biar pendidikan tersalurkan dg baik",0,2 months ago,@bayujuliansyah731
"Ya utk rakyat yg kerja rakyat yg makan rakyat, dan hasil pangan pun dari rakyat",0,2 months ago,@gibro_capster
Program kayak gini harus dijaga. Jangan sampai hilang.,2,2 months ago,@LangkahSquad
"Ngotot tolak MBG demi siapa??
Biar fair....",0,2 months ago,@mufidzahir6888
Ini untuk anggota DPR TNI dan polisi,0,2 months ago,@zainuddinzainuddin6669
"Untuk apa bangun dapur mahal2. 
Tinggal Renov kantin2 sekolah dan berdayakan lingkungan sekolah dan porsi makanpun biarkan siswa ambil sendiri sesuai porsinya agar tidak mubadzir",0,2 months ago,@sardihidayat3712
Programe setan,0,2 months ago,@GentengGenteng-e6p
"Yg beban kan rakyat jelata bayar pajak, yg pasti cuan pejabat BANGSAT!",0,2 months ago,@dianpriyambudi
350 T/ th cuman jadi taik....mending cungkring yg katanya boros 100T jd woosh kereen.,0,2 months ago,@HimawanDw
"Klo.mbg.buat.makan.
Pejabat.biar.cerdas..pinter
Pinter.bohong.nipu.korupsi",0,2 months ago,@warihtopan
"Mbg membantu rakyat..emang nya uang siapa..itu efisiensi pandai2 prabowo, jokowi 10 thn menyusahkan rakyat kalian kemana",0,2 months ago,@IkitenanssprmOpo
Gunakan saja logika. Baca gerak tubuh seseorang. Tempat yang paling aman itu bersembunyi dekat musuh.,0,2 months ago,@raptorinc
Wkwkw dijaga agar komplotan prabowo cuan terus 😂,1,1 month ago,@Hasannasbiiiii
Orang lain sudah melangkah jauh indonesia masih program mbg kerap korup pendidikan tuh  benahi untuk masa depan bangsa biar pada pinter biar menguasai teklnologi soal perut ada orang tuanya kasih pekerjaan orang tuanya biar ngasih makan yang bener,0,2 months ago,@AhmadSholeh-p2q
ini program banyak banget kebocorannya 😂,0,2 months ago,@ott9878
"Kalo pendapatku jelas2 bikin beban negara, hapus saja program MBG",0,2 months ago,@AhmadCarita-xx3qv
"MBG baiknnya dihapuskan aj,,bkn skala prioritas 'yg nikmati mrk ""@j  'program bgs pelaksanaan ke bwh amburadul .",0,2 months ago,@Muzakizaki-t5j
"Tujuan dari MBG katanya kan untuk menurunkan angka stunting Yach...
Nah, gak lama lagi pasti akan ada berita angka stunting menurun😂 beritanya lagi dibikin...😅😅",0,2 months ago,@RizkyBastian-e4z
kalo mau berhenti y TURUKAN RI 1 ..,0,2 months ago,@muksony3862
Kemarin pilpres yang pilih 02 absen sini,2,2 months ago,@minotour78940
"Kenapa MBG harus ke semua wilayah? Kenapa tidak kategori 3T saja? 
Kenapa ngasih makan anak orang kaya?",0,2 months ago,@magiachannel
"program mubazir
membebani keuangan negara",0,2 months ago,@Fen761o
program biadab,0,2 months ago,@pentinggayeng
Progam kok marong nasi apaka ini sengajah juwalan nasi yg di prodoksi pemimpin  kita yo isok mala macet ekonominya ya faktanya jelas,0,2 months ago,@AsmoroDono-z8h
Mbg bobrok,0,2 months ago,@nyidamsari7045
Duit triliunan jadi taek dan masuk ke kantong koruptor / segelintir pihak doank.,0,2 months ago,@heronymuspuspoyudo7682
"Problem nya di pegang oleh Para pejabat atau keluarga pejabat,atau organisasi pemerintahan.",0,2 months ago,@bennyoekasah9687
Program makhluk2 zalim antek2 dajal,0,2 months ago,@08ikfir
Program mbadog para pejabat,0,2 months ago,@agungnugroho5591
"Kenapa yaa ptes prabowo separah ini. 
Aduhh cape dehh sudah jelas gc tepat sasaran, jelas mubajirr. 
Kenapa jadi BODOH yaa",0,2 months ago,@MayaVioletroja-c6z
Ijin sebelumnya kemaren pas lebarang orang desapun merasa mbg itu kurang karena banyak hal yang harus dievaluasi pdhl kalo misal menu makan orang2 kayak km pun sederhana nasi sayur bayam lauk protein nabati maupun hewani udah cukup,0,2 months ago,@temankamu6905
Mumet Prabowo ini Ndak cocok untuk presiden berat ....segera DpR memeri solosi yg baik dengan segera ...,0,2 months ago,@Tukiran1234-q5l
Selama MBG bahan baku fresh bukan makanan yg disiram air panas seperti Indomie saya dukung 1000%,0,2 months ago,@rahardianandri4392
"MARI DUKUNG ""MBG"" DENGAN MENUTUP SEMUA DAPUR ANTEK2 PEJABAT ITU",0,2 months ago,@8204awan
"MBG tidak Efektif !!!!!!
Bahan pokok naik terus ...
Era pemerintahan sekarang bener bener ngak jelas !!!!
makin banyak kemiskinan dan pengangguran !!!",0,2 months ago,@Vegasus-h2l4n
"MBG perlu di kaji untuk bisa di kelola oleh setiap ibu-ibu dari siswa di tiap rumah tangga masing-masing, siapkan ompreng yg sama, bahan baku yg sama, masak sendiri, dan antar ke sekolah pada jam yg di tentukan, dan laporkan ke BGN untuk di bayar oleh akuntan SPPG tiap hari kerja...begitu aja kok repot....yg tidak mau biar  di siapkan oleh dapur SPPG saja dan awasi pelaksanaannya, jangan di buat heboh.",0,2 months ago,@laskarunggas1616
"ini ngasih makan ank satu negara' knp gk d alihkan aj ke korban2 bencana, pembangunan jalan rusak' yg lebih membutuhkan' menurutku cm menguntungkan sebagian pihak aj'..",0,2 months ago,@Adidxx
"Mbg jelas utk lahan korupsi beramai-ramai . 
Dan program koperasi merah putih juga  
Pemerintahan  sekarang  korupsi habis ribuan triliun anggaran APBN setiap tahun. 
Semua keluarga dan teman2x pejabat kaya semua. 
Kalau rakyat miskin ya, nanti dikasih bansos bisa tdk mati kelaparan.",0,2 months ago,@harrywijaya793
HENTIKAN MBG,0,2 months ago,@WildanFirdaus-hd8ux
MBG menyengsarakan Rakyat  segera dibubarkan,0,2 months ago,@AdesadiyahSyamsuddin
Revolusi ...😭,0,2 months ago,@perpustakaansmpn1pulokulon
Untuk pejabat agar bisa korupsi😅,0,2 months ago,@MuhammadMuttakin-h9v
Luna,0,2 months ago,@princetotoallpasaran3972
"Mending tu duit dialihkan yg lebih prioritas , ga merata juga pelaksanaannya",0,2 months ago,@AlvianNur-y1f
"Jelas ini beban yang berkelanjutan..
 Bayangkan, dana pembangunan di kurangi dan di alihkan ke MBG dan pertanahan..
 Ini jelas2 menghambat ekonomi berkelanjutan yang panjang..ini bisa berakibat hingga ke presiden2 setelahnya,, 
 Meskipun prabowo akan mencalonkan lagi di pemilu selanjutnya, masyarakat menolak untuk memilih kembali..
3 bulan menjabat saja saya sudah merasa akan ada kekecewaan..",0,2 months ago,@satv4609
Petani juga punya keluarga dan memasak sayuran setiap hari. Jadi sama aja,0,2 months ago,@djajoesman8
"Programnya bagus 
Tpi praktek dilapangannya kek dajal",0,2 months ago (edited),@3khodam289
Pemborosan negara sehiga jd ladang cuan,0,2 months ago,@ArMizan-k7s
GPP PEDAGANG SAYUR BUAH SENENG UDAH PULUHAN TAUN DI BELI MURAH.... SUSAH IDUPNYA... JADI SELAMA INI ELU HIDUP ENAK INJEK BAWAH SEKARANG GANTIAN... MW ADIL KAN LU HIDUP?,0,2 months ago,@Franz23ist
"""Barang siapa yang meninggal keracunan dalam keadaan menyantap menu MBG , niscaya beliau meninggal dalam keadaan Bergizi"" 🗿🗿🗿",0,2 months ago,@ValenNicky-c6e
Ya untuk antek antek dia,0,2 months ago,@Diedream06
narasi nya makanan gratis dan ini narasi sesat! padahal ini makanan yang di beli dengan harga yang mengorbankan sisi lain pendidikan.,0,2 months ago,@Enzo_design
Beban lah,0,2 months ago,@AchmadSubekhi-t7u
"Sebentar lg akan dpt dinilai skala prioritas pemerintah kemana, disaat krisis energi, krisis pangan (terganggunya pasokan pupuk & musim kemarau) & inflasi krn dampak konflik Iran dgn US-Israel.",1,2 months ago,@DwiYanto-g8k
Bahas juga min soal uang 200T yang dikucurin Purbaya ke perbankan nasional dengan tujuan untuk menggiatkan perekonomian masyarakat bawah tapi malah ditabung di Bank Indonesia.,0,2 months ago (edited),@andywinn1221
MBG YANG DI BANGGA KAN NATIZEN MANGKOK TANDAS DAN KOKO RI.. KOAR2 HASIL TAIK.. MAHA KOKORI UDAH JADI MENDIANG KAYAK NYA 😂😂😂😂😂,0,2 months ago,@RosmanSyukur
"Ini lebih buruk dari subsidi energi 😊...
Pemerintah emang jago banget main persepsi",0,2 months ago,@agusdaniel6539
Seharusnya perlu ada nya riset dulu sebelum diaplikasikan..,1,2 months ago,@didinaryasugengpribadi
pemerintah (yang berkepentingan) ngga mau dengerin,0,2 months ago,@elycianauli
Cair,0,2 months ago,@SalsaBilla-cc8fw
"MBG, SEBAGAI LAHAN / LADANG KORUPSI KONCO' PRABOWO.",0,2 months ago,@RandikaBiantara
"Orang dengan literasi keuangan yang buruk akan merugikan dirinya sendiri dan orang lain.

Pemerintah dengan literasi keuangan yang buruk akan merugikan seluruh rakyat dan masa depan bangsa.",0,2 months ago,@rizkymaulana7839
"MBG gk ada manfaatnya  blas,  pemerintah salah BESAR   dengan adanya program  mbg, salah besar!!!",0,2 months ago,@win2825
"Gak semua murid di Indonesia punya masalah gizi sampe stunting oiiii.. MBG memang bagus, tapi salah sasaran aja utk siapa MBG cokkkk.. Duit habis utk beri makan anak sekolah dengan pendapatan orang tuanya di kelas atas dan menengah yang seharusnya masih mampu memberi anak gizi yg memenuhi..",0,2 months ago,@hipolytusrivalta6710
Proyek MBG sebagian besar manfaatnya untuk balas jasa bagi TNI polri dan ormas² juga kunco²nya yang bantu kemenangan dia kemaren donk,0,2 months ago,@MuhammadRabbani74
"anehnya, kenpa MBG tidak di audit ? 
itu apbn kq kyk pake duit sendiri
pertanggung jawabannya gimana ?",0,2 months ago (edited),@Yang_Mulia
MBGO BEBAN... 🤦🏻,0,2 months ago,@bocilkematian9940
"Tidak, Alhamdulillah mbg membangkitkan tabungan siswa jdi ga jajan udh itu doang 😅😅",0,2 months ago,@dinkzwatching
ga efektif..udah kl ngotot bener kata KDM ksh aja 15rb/hari ke ibu anak msg2 dan ksh ke anak2 dr kluarga prasejahtera aja,0,2 months ago,@chicaoktavia8
"Petani, cicilan btc",0,2 months ago,@muhammaddonifauza317
Petani jojis,0,2 months ago,@muhammaddonifauza317
Presiden terbaik sedunia Prabowo ❤,0,2 months ago,@iMadeGedeAnune
Hidup Jokowi hidup Prabowo!,0,2 months ago,@iMadeGedeAnune
"Kalau lu punya jaringan orang2 kuat, manfaatkan itu. Karena jaman sekarang jaringan yang kek gitulah yang akan menyelamatkan mu. Mulai sekarang biasakan diri untuk mulai berteman dengan orang yang secara strata sosial d atas mu. Bukan untuk menjilat atau apa, karena kalau hati kita tulus dan sopan, kemungkinan besar orang qkan suka",0,2 months ago,@Monyetmanusia
"Indonesia adalah negara ke 77 yg menjalankan program MBG ini.  Menyusul negara2 lainnya yg saat ini mencapai 100 negara lebih yg menjalankan program ini. 

Saya yakin program ini  maksud dan tujuannya baik, oknum nakalnya saja yg mental korup dan oportunis",0,2 months ago,@FIKRISUBRIMUTAWAKIL
"menuju Indonesia TOP 1 NEGARA MEMPRODUKSI TAI TERBANYAK, rezim terparah menurut gue, walaupun gue pendukung prabwo, jokowi ternyata tak seburuk kita kira",0,2 months ago,@provosgaming5792
𝐏𝐑𝐎𝐆𝐆𝐀𝐌 𝐓𝐎𝐋𝐎𝐋 𝐃𝐑 𝐏𝐄𝐌𝐈𝐌𝐏𝐈𝐍 𝐓𝐎𝐋𝐋𝐋𝐎𝐋,0,2 months ago,@herukurniawan1659
"Kayak ngasih makan ternak ,,tp ngga bermanfaat,jauh dr hal  yg sama di negara2 lain",0,2 months ago,@iwantrianto9911
Jelas u tuk politik la,1,2 months ago,@Agustian-ds8ug
Bagiku prabowo adalah presiden terburuk dalam sejarah,0,2 months ago,@Mr_Moren0
Mungkin mbg bagi yang berada tidak ada artinya. Kritik sah sah aj tapi lihat juga masayarkat yang tidak mampu makan di pelosok pelosok negeri sampe mbg di bawa pulang untuk orang tua nya.,0,2 months ago,@muhammadtolle3967
"Keluan masyarakat merata karena mgb 8:06  sangat menjadi masalah di lingkup tiap sekolahan warga yg berjualan disekitar sekolahan pada mengeluh semua,",0,2 months ago (edited),@AnggoroSunardi
masih ga paham korelasi MBG dan stunting. stunting itu bukannya dicegah saat anak berusia kurang dari 2 tahun ya? mungkin ada yang bisa bantu jawab (terutama bagi teman² yang dari kesehatan).,0,2 months ago,@syahdanrd30
"Daripada hasil panen di buang. Petani di bela, warga yang lain sudah ada program ny masing masing. Efisiensi itu bagus. Selama ini banyak dana dana cuma buat senang2 pejabat",0,2 months ago,@iwayanadiindrag8274
"Semua sistem pasti ada yg dikorbankan.. contoh sederhana agar mudah di pahami, motor/mobil ada 2 power yaitu speed & torsi keduanya ini klo ingin unggul ya salah satunya harus di korbankan. Jadi siapapun pemimpinya generasi ke generasi pasti ada langkah2 trobosan yg baik2 untuk rakyat, gak ada itu yg namanya pemimpin sempurna di mata rakyat pasti ada celah kekurangan...😅😅",0,2 months ago,@teknikangler633
"Bicara tentang dampak paling kerasa sih percetakan dan suvenir sama FnB skala kecil, saya sebagai pelaku usaha di bidang percetakan dan suvenir sama angkringan sejak 2025 kerasa penurunan permintaan yang biasanya dikasih sama instansi semacam BUMN / pemda. Sama FnB skala kecil kayak angkringan juga kerasa banget sepi biasanya anak sekolah pada jajan atau nongkrong sekarang gak ada sama sekali. Jadi melihat kondisi lapangan yang saya alami saya sih mendukung MBG. Mendukung untuk dihentikan tentunya agar perputaran ekonomi itu naik lagi",0,2 months ago,@duduttoni
"Guru pendistibusi MBG katanya dapat intensif 100 ribu per hari yang dibagikan tiap 10 hari, kenyataannya zonk...kemana duitnya... ada sekolah yang gurunya ngga dapet sama sekali, ada yang dapet hanya 10 ribu per hari Hahahahaa... disunat juga recehan untuk guru...",0,2 months ago,@PakRidarno
"MBG Menambah Beban Ekonomi Rakyat, Dengan Adanya MBG Banyak Harga bahan Pokok Naik Drastis",0,2 months ago,@YulikaPku
"Pak Prabowo, klo program anda (MBG) memang KURANG bermanfaat, tolong di perhitung kan lg, drpd program TIDAK TEPAT GUNA ...",0,2 months ago,@SlametRiyadi-xp6gi
Mbg membuat harga bahan pokok makin mahal😊,1,2 months ago,@bay9549
Mbg untuk masyarakat yang membutuhkan  mantap bosku,0,2 months ago,@gatotkaca968
"STOP MBG, program ini tidak begitu memberi manfaat bagi penerima hany pengelola yg sangat di untungkan, menguras anggaran negara",0,2 months ago,@KhoeroniRoni-h4z
"jelas jadi beban apbn, dikala kondisi lagi krisis energi, karena hormuz tutup, malah dipaksakan tetap jalan.",0,2 months ago,@bwxcrew
"Jelas untuk menumbuhkan para koruptor, salam waras😂😂😂😂😂",0,2 months ago,@MuhammadFatih-w5m
Beban rakyat,0,2 months ago,@toysdamar
Untuk Maling Berkedok Gizi lah.,0,2 months ago,@andiafriandi5194
MBG =gizinya buat pejabat ampasnya buat anak sekolah,0,2 months ago,@Squad893
program mbg hanyalah bisnis orang tertentu yg sangat dekat dg kekuasaan.dan ahirnya hanyalah jalan tol untuk kendaraan pak prabowo menuju.2029 .dan sangat mebebani apbn negara,0,2 months ago,@jokoendrosungkono-m4r
"Beban negara, jelasssss",0,2 months ago,@yulikwartolo8344
"Beban pajak dari rakyat. Yayasan supaya pajaknya............................................. 

Makan Bergizi GRATIS

GRATIS nya darimana

Relawan, sebut saja KARYAWAN.. Tentunya harus ada BPJS ketenagakerjaan juga ya

Invoice 1minggu kah ya 
LPSE kan lah",1,2 months ago,@Adibas9
Betul kata Ahok saat podcast dg pak Mahfud MD...sudah ngeyel..goblok pula,0,2 months ago,@livetradinggoldnasdaq1002
Ya buat antek antek b4n9547....,0,2 months ago,@livetradinggoldnasdaq1002
Program nya bagus... Hanya saja yg melanggar harus segera ditindak... Jangan berlarut-larut.. Dan jangan salah... Banyak keluarga anggota DPR dari seluruh Partai terlibat.. 🤣🤣🤣🤣,0,2 months ago,@SugiyemS
"kalau mbg tidak efektif dn ga berguna, kenapa negara"" maju ada mbg ?",0,2 months ago (edited),@muzakysky6680
Program bodoh,0,2 months ago,@azharmustafa4938
"MBG ini beban anggaran , Program ini bukan untuk Rakyat tpi untuk kroni2 prabowo untuk memperkuat politik di next pemilu, kalau ini bener2 emg untuk Rakyat kenapa kok gk langsung di kelolah negara / di intergrasikan ke sekolah dengan membangun fasilitas Kantin / dapur sekolah dengan standard internasional",0,2 months ago (edited),@Rakunitsme
"Dapur MBG membuat harga bahan pokok naik n langka. Ayam mahal, beras mahal, susu langka, pisang jg udah di booking. Pdahal Ga semua rakyat punya anak usia sekolah. Ga semua rakyat kaya.",0,2 months ago,@VienSyu
"SEBENAR NYA PROGRAM MBG MENGGERAKAN RODA PEREKONOMIAN , DI MASYARAKAT , TETAPI PERLU DI KAJI ULANG  SISTEM NYA ,PARA PEJABAT NEGARA , YG IKUT MENGELOLA MBG HRS DI  GANTI  UNTUK SWASTA , POLRI , TNI, DPR , PARTAY   TDK BOLEH MENGELOLA ...
DAN YG MENERIMA MBG  3 T . ....
ANGGARAN 335 T . RAWAN UNTUK DI KORUPSI TERBUKTI SKRG RIBUAN DAPUR DI PECAAT  BERMASALAH.. ..",0,2 months ago,@mantoaja-v5c
Bubarkan mbg buang buang duit,0,2 months ago,@ihwanjaesulloh7896
"MBG perogram konyol
MBG perogram berutal
MBG perogram ceroboh
MBG perogram serampangan
MBG perogram bom waktu 
Bagi APBN 
MBG bom waktu buat wowo",0,2 months ago,@MuhaiminMuhaimin-q3z
"MBG = Maling Berkedok Gizi (Benar).
BGN = Badan Garong Negara ???",0,2 months ago,@GaluhSari-r3k
Mending sekolah gratis dari pada makan gratis .. makan itu tanggung jawab orang tua .. tapi mencerdaskan bangsa itu tanggung jawab pemerintah,0,2 months ago,@brianturiartee
"MBG ga ada manfaatnya, menu ga sesuai harapan, duit rakyat dikorupsi rame rame",0,2 months ago,@nugrohoandong8030
"mbg itu efisien, gaperlu korupsi gaperlu cuci uang, tapi tetap masuk kantong.... efisien buat siapa coba yooooo",0,2 months ago,@dhaniodon895
BEBAN RAKYAT (PEMBAYAR PAJAK),0,2 months ago,@GN-rp8xv
Saya penasaran bagaimana persentase stunting itu dihitung dan apakah angka itu valid?,0,2 months ago,@fernandosimatupang2904
"Kata presiden mbg untuk gizi rakyat, tp pimpinanya nya saja bukan dr ahli gizi.",0,2 months ago,@riskiardika
YAYASAN DPT SEHARI 6.JT.ko ngontrak gedungnya cuma 100 ribu sehari.BGN mohon.korekai TIDAK SEMUA YAYASAN.MMBANGUN.KEBANYAKAN NGONTRAK MURAH UTK DITEHAB.,0,2 months ago,@jalujonatantah6656
"Rawan koropsi , proses dan dampaknya tdk dapat diukur.",0,2 months ago,@bambangchristianto6810
ditempat aku budget emang 15.000-an tapi katanya budget bahan baku cuma 8.000 dan selebihnya buat bayar kebutuhan dll. jadi budget perporsi cuma 8.000,0,2 months ago (edited),@Delafbrin
"ngasih makan 1x 1 hari mau mengcover gizi anak ,Yo Tembung sing ngoyoworo. Ra nyenggol blas,",0,2 months ago,@RetnaningAmbarwati-x6z
"Sebetulnya itu kadang suka penasaran, kenapa ya mbg ini dari awal betul betul difokuskan zona merah yang prevalensi stunting nya tinggi kayak yang ditampilkan di video? Dan mbg itu jadi program khusus daerah tersebut dan kalau misal mau di ekspansi bisa fokus ke daerah 3T. Bukannya kalau gitu dari awal bisa menjadi lebih spesifik, terarah, efisiensi efektif? Dari sudut pandang awam ku harusnya permasalahan yang di angkat dari video juga bisa terjawab dengan sendirinya kalau semisal difokuskan dengan arah tadi🥲. Yaa meskipun nasi sudah jadi bubur semoga aku bisa Nemu alasannya atau mungkin admin mau kasih pencerahan? Wkwkwkwk

Bahkan menurut pandangan sekilasku, semisal fokus di daerah prevalensi tinggi dan 3T, anggaran Porsi makanan dan frekuensi makannya bisa di tingkatkan tidak lagi 1 kali sehari dan 15rb, tapi mungkin jadi 25rb dan 3 kali sehari karena anggarannya jadi lebih masuk akal dan bukan kejar kejaran puluhan juta sambil beban",2,2 months ago (edited),@auliafarrel5293
PROGRAM SINTING,0,2 months ago,@mr.joeabidin3089
Yg penting kan gemuk dulu... Pinter mah belakangan,0,2 months ago,@yunarsopudjono1258
